duration_months,event_observed,is_15yr,orig_year,high_ltv,rate_spread,PropertyState_West Coast,PropertyState_South,PropertyState_Others,PropertyState_Northeast,PropertyType_SF,PropertyType_PU,PropertyType_MH,PropertyType_LH,PropertyType_CP,Occupancy_S,Occupancy_O,LoanPurpose_P,LoanPurpose_N,Channel_T,Channel_R,Channel_C,NumBorrowers,OrigLoanTerm,PPM,OrigInterestRate,LTV,OrigUPB,DTI,OCLTV,Units,MIP,FirstTimeHomebuyer,CreditScore
31,1,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,351.0,0,6.875,90.0,174000,15.0,90,1,25,0,669.0
36,0,0,1999,0,0.0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.875,68.0,57000,31.0,68,1,30,0,669.0
53,0,0,1999,0,0.25,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.125,80.0,92000,40.0,80,1,0,0,669.0
141,0,0,1999,0,0.125,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,7.0,57.0,130000,17.0,57,1,0,0,669.0
27,0,0,1999,0,0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.0,67.0,85000,26.0,67,1,0,0,669.0
28,1,0,1999,1,0.375,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.25,94.0,155000,40.0,94,1,30,0,669.0
210,1,0,1999,0,0.75,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,360.0,0,7.625,79.0,63000,7.0,79,1,0,0,669.0
23,0,0,1999,0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.875,59.0,106000,33.0,59,1,0,0,669.0
46,1,0,1999,0,0.25,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.125,80.0,110000,19.0,80,1,0,0,669.0
38,1,0,1999,0,-0.125,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.75,80.0,144000,24.0,80,1,0,0,669.0
48,0,0,1999,1,0.625,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.5,97.0,105000,41.0,97,1,30,0,669.0
97,0,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,360.0,0,6.75,80.0,112000,39.0,80,1,0,0,669.0
44,0,0,1999,0,0.625,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,7.5,79.0,76000,18.0,79,1,0,0,669.0
11,0,0,1999,0,-0.375,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.5,80.0,240000,38.0,80,1,0,0,669.0
47,0,0,1999,0,0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,70.0,142000,48.0,70,1,0,0,669.0
34,0,0,1999,1,0.25,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.125,89.0,180000,21.0,89,1,25,0,669.0
53,0,0,1999,1,-0.375,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.5,90.0,188000,30.0,90,1,25,0,669.0
11,0,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.875,95.0,81000,36.0,95,1,30,0,669.0
49,1,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,95.0,204000,37.0,95,1,30,0,669.0
52,0,0,1999,0,0.5,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.375,80.0,54000,32.0,80,1,0,0,669.0
58,0,0,1999,0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.875,75.0,89000,32.0,75,2,0,0,669.0
71,1,0,1999,0,0.25,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,7.125,75.0,160000,37.0,75,1,0,0,669.0
51,0,0,1999,0,-0.25,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.625,80.0,109000,37.0,80,1,0,0,669.0
32,0,0,1999,1,0.25,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.125,95.0,128000,37.0,95,1,30,0,669.0
43,0,0,1999,0,-0.125,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.75,73.0,124000,44.0,73,1,0,0,669.0
22,0,0,1999,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,69.0,252000,41.0,69,3,0,0,669.0
89,0,0,1999,0,0.25,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,360.0,0,7.125,51.0,51000,34.0,51,1,0,0,669.0
52,0,0,1999,1,0.75,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.625,95.0,96000,30.0,95,1,30,0,669.0
65,0,0,1999,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,7.375,75.0,67000,40.0,75,1,0,0,669.0
51,0,0,1999,1,0.75,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.625,90.0,99000,30.0,90,1,25,0,669.0
6,0,0,1999,0,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,36.0,56000,26.0,36,1,0,0,669.0
24,0,0,1999,0,-0.375,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.5,39.0,200000,53.0,39,1,0,0,669.0
57,0,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.75,67.0,77000,30.0,67,1,0,0,669.0
50,0,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,67.0,87000,36.0,67,1,0,0,669.0
8,0,0,1999,1,0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.0,95.0,87000,42.0,95,1,30,0,669.0
43,1,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,360.0,0,6.875,48.0,170000,48.0,48,1,0,0,669.0
183,1,0,1999,0,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,7.125,58.0,83000,13.0,58,1,0,0,669.0
45,0,0,1999,0,0.375,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.25,67.0,84000,33.0,67,1,0,0,669.0
78,1,0,1999,0,0.125,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,7.0,64.0,119000,36.0,64,2,0,0,669.0
25,0,0,1999,1,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.875,90.0,134000,43.0,90,1,25,0,669.0
36,0,0,1999,1,0.375,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.25,95.0,173000,34.0,95,1,30,0,669.0
47,0,0,1999,1,-0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.75,95.0,131000,37.0,95,1,30,0,669.0
47,0,0,1999,1,0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.0,95.0,124000,42.0,95,1,30,0,669.0
53,1,0,1999,1,0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.0,95.0,131000,42.0,95,1,30,0,669.0
48,0,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.875,76.0,240000,45.0,76,1,0,0,669.0
41,0,0,1999,0,0.25,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.125,80.0,117000,35.0,80,1,0,0,669.0
28,0,0,1999,1,-0.5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.375,90.0,181000,19.0,90,1,25,0,669.0
21,0,0,1999,0,0.625,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.5,70.0,75000,14.0,70,1,0,0,669.0
40,0,0,1999,0,0.5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.375,80.0,155000,49.0,80,1,0,0,669.0
52,0,0,1999,0,0.375,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.25,30.0,28000,33.0,30,1,0,0,669.0
53,0,0,1999,0,0.125,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,53.0,55000,42.0,53,1,0,0,669.0
36,1,0,1999,1,1.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.875,90.0,113000,22.0,90,1,25,0,669.0
50,0,0,1999,1,-0.25,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.625,95.0,154000,27.0,95,1,30,0,669.0
100,1,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.875,78.0,82000,59.0,78,1,0,0,669.0
150,0,0,1999,1,0.25,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.125,95.0,64000,38.0,95,1,30,0,669.0
46,0,0,1999,1,0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.0,95.0,78000,28.0,95,1,30,0,669.0
42,1,0,1999,0,0.125,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,77.0,79000,38.0,77,1,0,0,669.0
36,0,0,1999,1,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,88.0,240000,40.0,88,1,25,0,669.0
61,0,0,1999,0,0.625,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,7.5,80.0,44000,46.0,80,1,12,0,669.0
61,1,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.875,79.0,104000,41.0,79,1,0,0,669.0
44,0,0,1999,1,0.75,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.625,97.0,118000,28.0,97,1,18,0,669.0
37,0,0,1999,0,0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.0,80.0,225000,31.0,80,1,0,0,669.0
14,0,0,1999,1,-0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.75,86.0,111000,28.0,86,1,25,0,669.0
18,0,0,1999,1,0.0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,87.0,141000,23.0,87,1,25,0,669.0
24,1,0,1999,1,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,6.875,95.0,119000,24.0,95,1,30,0,669.0
45,0,0,1999,1,-0.125,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.75,95.0,187000,30.0,95,1,30,0,669.0
28,0,0,1999,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.875,83.0,122000,35.0,83,1,12,0,669.0
26,0,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.875,75.0,71000,13.0,75,1,0,0,669.0
25,0,0,1999,0,0.125,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,7.0,73.0,240000,33.44383617766727,73,1,0,0,669.0
54,1,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,6.875,75.0,140000,29.0,75,1,0,0,669.0
83,0,0,1999,1,0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,90.0,99000,52.0,90,1,25,0,669.0
22,0,0,1999,0,-0.125,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,360.0,0,6.75,75.0,235000,54.0,75,1,0,0,669.0
20,0,0,1999,1,0.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,95.0,132000,35.0,95,1,30,0,669.0
118,0,0,1999,0,0.125,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,360.0,0,7.0,64.0,48000,58.0,64,1,0,0,669.0
31,0,0,1999,1,0.375,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.25,90.0,95000,24.0,90,1,25,0,669.0
10,1,0,1999,1,1.75,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,360.0,0,8.625,90.0,135000,60.0,90,2,25,0,669.0
64,0,0,1999,0,0.375,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.25,75.0,53000,59.0,75,1,0,0,669.0
72,0,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,80.0,240000,32.0,80,1,0,0,669.0
69,1,0,1999,0,0.625,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.5,80.0,126000,34.0,80,1,0,0,669.0
44,0,0,1999,0,0.625,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.5,78.0,156000,36.0,78,1,0,0,669.0
93,0,0,1999,1,0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.0,95.0,119000,30.0,95,1,30,0,669.0
37,0,0,1999,0,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.875,80.0,166000,46.0,80,1,0,0,669.0
38,0,0,1999,1,-0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.75,95.0,159000,26.0,95,1,30,0,669.0
53,0,0,1999,0,-0.125,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.75,75.0,83000,38.0,75,1,0,0,669.0
68,0,0,1999,0,-0.375,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.5,80.0,148000,33.0,80,1,0,0,669.0
42,0,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,85.0,180000,42.0,85,1,25,0,669.0
15,0,0,1999,0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,60.0,24000,22.0,60,1,0,0,669.0
52,0,0,1999,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,360.0,1,6.875,67.0,193000,37.0,67,1,0,0,669.0
83,1,0,1999,1,0.5,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.375,95.0,86000,31.0,95,1,30,0,669.0
133,1,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.875,90.0,104000,31.0,90,1,25,0,669.0
28,1,0,1999,1,0.375,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.25,95.0,168000,53.0,95,1,30,0,669.0
45,0,0,1999,1,0.625,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,360.0,0,7.5,90.0,74000,40.0,90,1,25,0,669.0
18,0,0,1999,0,0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,79.0,62000,14.0,79,1,0,0,669.0
32,1,0,1999,1,0.25,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.125,95.0,140000,18.0,95,1,30,0,669.0
29,0,0,1999,1,0.5,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.375,95.0,128000,31.0,95,1,30,0,669.0
141,0,0,1999,1,-0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.75,90.0,97000,22.0,90,1,25,0,669.0
34,0,0,1999,0,-0.125,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.75,78.0,100000,22.0,78,1,0,0,669.0
6,0,0,1999,1,0.875,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.75,85.0,207000,46.0,85,1,12,0,669.0
163,0,0,1999,0,0.625,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.5,75.0,56000,33.44383617766727,75,1,0,0,669.0
39,1,0,1999,0,0.75,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,360.0,0,7.625,80.0,90000,32.0,80,1,0,0,669.0
173,1,0,1999,0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,6.875,80.0,73000,26.0,80,1,0,0,669.0
35,0,0,1999,0,0.125,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,80.0,180000,46.0,80,1,0,0,669.0
101,1,0,1999,0,0.5,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.375,80.0,81000,53.0,80,1,0,0,669.0
52,0,0,1999,0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,360.0,0,6.875,80.0,100000,52.0,80,1,0,0,669.0
73,0,0,1999,0,0.5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,360.0,0,7.375,80.0,123000,28.0,80,1,17,0,669.0
55,0,0,1999,1,0.5,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,1,7.375,89.0,158000,19.0,89,1,25,0,669.0
40,1,0,1999,1,0.125,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,94.0,153000,11.0,94,1,30,0,669.0
46,0,0,1999,1,0.125,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.0,85.0,60000,35.0,85,1,12,0,669.0
79,1,0,1999,1,0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,360.0,0,7.0,90.0,88000,57.0,90,1,25,0,669.0
53,0,0,1999,0,-0.125,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.75,64.0,169000,16.0,64,1,0,0,669.0
157,1,0,1999,0,0.125,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,75.0,126000,22.0,75,1,0,0,669.0
73,0,0,1999,0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,80.0,102000,21.0,80,1,0,0,669.0
29,0,0,1999,0,0.25,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,7.125,80.0,186000,27.0,80,1,0,0,669.0
48,0,0,1999,0,-0.125,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.75,80.0,210000,36.0,80,1,0,0,669.0
44,0,0,1999,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.375,80.0,172000,43.0,80,1,0,0,669.0
37,0,0,1999,1,0.5,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.375,90.0,189000,30.0,90,1,25,0,669.0
41,0,0,1999,1,-0.125,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.75,90.0,133000,35.0,90,1,25,0,669.0
56,0,0,1999,1,-0.25,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,6.625,90.0,132000,50.0,90,1,25,0,669.0
40,0,0,1999,1,0.125,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.0,95.0,70000,36.0,95,1,30,0,669.0
43,0,0,1999,1,-0.375,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.5,95.0,237000,38.0,95,1,30,0,669.0
53,0,0,1999,0,0.125,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.0,80.0,88000,32.0,80,1,0,0,669.0
45,0,0,1999,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,7.375,80.0,88000,52.0,80,1,0,0,669.0
35,0,0,1999,1,-0.5,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.375,90.0,151000,35.0,90,1,25,0,669.0
120,0,0,1999,1,0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.0,90.0,82000,37.0,90,1,25,0,669.0
35,0,0,1999,0,0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,79.0,129000,20.0,79,1,0,0,669.0
97,1,0,1999,0,0.75,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,360.0,1,7.625,75.0,98000,36.0,75,1,0,0,669.0
30,1,0,1999,1,-0.25,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.625,95.0,220000,38.0,95,1,30,0,669.0
17,0,0,1999,0,0.375,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,7.25,75.0,125000,20.0,75,1,0,0,669.0
45,0,0,1999,0,0.6150000000000002,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.49,75.0,102000,33.0,75,1,0,0,669.0
164,1,0,1999,0,-0.375,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,6.5,76.0,83000,25.0,76,1,0,0,669.0
21,0,0,1999,0,0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.0,80.0,130000,33.0,80,1,20,0,669.0
33,1,0,1999,1,0.5,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.375,92.0,108000,33.0,92,1,30,0,669.0
61,0,0,1999,0,-0.125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.75,80.0,139000,47.0,80,1,0,0,669.0
53,1,0,1999,1,0.5,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.375,95.0,101000,41.0,95,1,30,0,669.0
32,0,0,1999,1,0.25,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.125,95.0,133000,33.0,95,1,30,0,669.0
43,0,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.875,75.0,220000,47.0,75,1,0,0,669.0
48,0,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,95.0,125000,28.0,95,1,30,0,669.0
50,0,0,1999,0,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,7.375,51.0,122000,38.0,51,1,0,0,669.0
55,0,0,1999,1,0.5,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.375,90.0,153000,42.0,90,1,25,0,669.0
28,0,0,1999,0,1.375,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,360.0,0,8.25,67.0,69000,25.0,67,1,0,0,669.0
27,1,0,1999,1,1.25,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,8.125,97.0,155000,28.0,97,1,18,0,669.0
53,0,0,1999,1,0.125,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,90.0,186000,33.0,90,1,25,0,669.0
39,1,0,1999,1,-0.125,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.75,95.0,157000,51.0,95,1,30,0,669.0
18,0,0,1999,0,0.625,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.5,80.0,222000,32.0,80,1,0,0,669.0
37,0,0,1999,0,0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.0,79.0,50000,28.0,79,1,0,0,669.0
47,0,0,1999,1,0.25,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.125,90.0,149000,37.0,90,1,25,0,669.0
60,0,0,1999,1,0.125,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,95.0,150000,35.0,95,1,36,0,669.0
155,1,0,1999,0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.875,48.0,275000,33.44383617766727,48,1,0,0,669.0
56,0,0,1999,1,0.5,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.375,89.0,185000,52.0,89,1,25,0,669.0
128,0,0,1999,0,0.125,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.0,63.0,80000,49.0,63,1,0,0,669.0
43,0,0,1999,1,0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.0,95.0,172000,43.0,95,1,30,0,669.0
49,0,0,1999,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.875,34.0,103000,33.0,34,1,0,0,669.0
36,0,0,1999,0,-0.375,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.5,80.0,102000,30.0,80,1,0,0,669.0
13,0,0,1999,1,0.625,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.5,90.0,45000,28.0,90,2,25,0,669.0
52,1,0,1999,0,-0.625,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.25,80.0,151000,33.0,80,1,0,0,669.0
124,0,0,1999,0,0.125,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.0,75.0,75000,30.0,75,1,0,0,669.0
72,0,0,1999,0,-0.125,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.75,80.0,48000,38.0,80,1,12,0,669.0
48,0,0,1999,1,0.5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.375,88.0,141000,27.0,88,1,17,0,669.0
61,0,0,1999,1,-0.25,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.625,90.0,171000,48.0,90,1,25,0,669.0
17,1,0,1999,1,-0.125,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,360.0,0,6.75,95.0,139000,22.0,95,1,30,0,669.0
61,1,0,1999,0,0.125,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,66.0,100000,36.0,66,1,0,0,669.0
23,0,0,1999,0,0.5,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,360.0,0,7.375,70.0,180000,33.0,70,1,0,0,669.0
64,0,0,1999,0,0.125,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.0,80.0,85000,16.0,80,1,0,0,669.0
46,1,0,1999,0,0.375,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.25,80.0,116000,39.0,80,1,0,0,669.0
45,0,0,1999,0,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,6.875,80.0,76000,44.0,80,1,0,0,669.0
7,0,0,1999,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.875,79.0,70000,48.0,79,1,17,0,669.0
13,0,0,1999,1,2.0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,360.0,0,8.875,90.0,89000,45.0,90,1,25,0,669.0
