duration_months,event_observed,is_15yr,orig_year,high_ltv,rate_spread,PropertyState_West Coast,PropertyState_South,PropertyState_Others,PropertyState_Northeast,PropertyType_SF,PropertyType_PU,PropertyType_MH,PropertyType_LH,PropertyType_CP,Occupancy_S,Occupancy_O,LoanPurpose_P,LoanPurpose_N,Channel_T,Channel_R,Channel_C,NumBorrowers,OrigLoanTerm,PPM,OrigInterestRate,LTV,OrigUPB,DTI,OCLTV,Units,MIP,FirstTimeHomebuyer,CreditScore
24,0,0,1999,1,-0.25,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.625,90.0,106000,57.0,90,1,25,0,638.0
52,0,0,1999,1,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,95.0,131000,20.0,95,1,30,0,638.0
106,0,0,1999,1,-0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.75,95.0,119000,35.0,95,1,30,0,638.0
32,0,0,1999,0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,360.0,0,6.875,74.0,102000,30.0,74,1,0,0,638.0
44,1,0,1999,0,-0.25,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,6.625,75.0,74000,29.0,75,1,0,0,638.0
43,0,0,1999,1,-0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.75,83.0,128000,25.0,83,1,17,0,638.0
35,0,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.875,80.0,53000,41.0,80,1,17,0,638.0
8,0,0,1999,1,0.25,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.125,87.0,121000,31.0,87,1,25,0,638.0
25,1,0,1999,1,0.375,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.25,90.0,198000,28.0,90,1,25,0,638.0
65,1,0,1999,1,0.25,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.125,97.0,112000,46.0,97,1,18,0,638.0
181,0,0,1999,0,-0.375,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,6.5,80.0,63000,25.0,80,1,0,0,638.0
38,0,0,1999,1,-0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.75,85.0,82000,13.0,85,1,12,0,638.0
78,0,0,1999,0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.875,75.0,58000,35.0,75,1,0,0,638.0
183,1,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,75.0,85000,23.0,75,1,0,0,638.0
37,1,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,80.0,142000,44.0,80,1,0,0,638.0
210,1,0,1999,1,0.25,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.125,95.0,166000,35.0,95,1,30,0,638.0
37,1,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,6.875,75.0,92000,46.0,75,1,0,0,638.0
68,0,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.875,76.0,46000,26.0,76,1,0,0,638.0
54,0,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,80.0,120000,28.0,80,1,0,0,638.0
127,0,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,6.875,86.0,117000,59.0,86,1,25,0,638.0
36,0,0,1999,1,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,6.875,95.0,143000,43.0,95,1,30,0,638.0
7,1,0,1999,0,-0.125,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.75,75.0,225000,21.0,75,1,0,0,638.0
17,0,0,1999,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,360.0,0,7.125,63.0,109000,27.0,63,2,0,0,638.0
82,1,0,1999,1,-0.25,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.625,90.0,160000,39.0,90,1,25,0,638.0
70,0,0,1999,0,-0.625,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.25,75.0,186000,38.0,75,1,0,0,638.0
69,0,0,1999,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.875,80.0,79000,27.0,80,1,17,0,638.0
53,0,0,1999,1,0.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,93.0,177000,19.0,93,1,30,0,638.0
107,1,0,1999,1,-0.25,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.625,95.0,119000,42.0,95,1,30,0,638.0
53,0,0,1999,1,0.125,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,90.0,158000,38.0,90,1,25,0,638.0
135,1,0,1999,1,0.125,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.0,90.0,164000,57.0,90,1,25,0,638.0
45,0,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,6.75,75.0,171000,46.0,75,1,0,0,638.0
51,0,0,1999,1,0.375,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.25,89.0,79000,17.0,89,1,25,0,638.0
45,1,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,80.0,222000,31.0,80,1,12,0,638.0
26,0,0,1999,0,0.25,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.125,65.0,184000,24.0,65,1,0,0,638.0
45,0,0,1999,0,0.125,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,360.0,0,7.0,75.0,85000,28.0,75,1,0,0,638.0
16,0,0,1999,1,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,95.0,176000,32.0,95,1,30,0,638.0
38,0,0,1999,0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2,360.0,0,6.875,76.0,142000,23.0,76,1,0,0,638.0
47,1,0,1999,0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,80.0,106000,28.0,80,1,12,0,638.0
47,0,0,1999,1,0.25,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.125,88.0,114000,38.0,88,1,25,0,638.0
181,1,0,1999,1,-0.375,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.5,95.0,105000,40.0,95,1,30,0,638.0
62,1,0,1999,0,-0.125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,360.0,0,6.75,70.0,85000,26.0,70,1,0,0,638.0
2,0,0,1999,0,0.125,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,7.0,75.0,300000,33.44383617766727,75,1,0,0,638.0
46,0,0,1999,0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.875,75.0,225000,29.0,75,1,0,0,638.0
42,1,0,1999,0,0.25,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.125,75.0,200000,39.0,75,1,0,0,638.0
26,0,0,1999,0,0.125,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.0,80.0,220000,35.0,80,1,0,0,638.0
42,0,0,1999,1,-0.25,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.625,85.0,169000,52.0,85,1,12,0,638.0
18,1,0,1999,1,-0.125,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,6.75,90.0,216000,39.0,90,1,25,0,638.0
45,0,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,360.0,0,6.875,72.0,125000,54.0,72,1,0,0,638.0
37,0,0,1999,1,0.375,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.25,82.0,66000,39.0,82,1,12,0,638.0
210,0,0,1999,1,0.25,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.125,95.0,70000,24.0,95,1,30,0,638.0
26,0,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.75,80.0,150000,41.0,80,1,0,0,638.0
170,0,0,1999,0,-0.375,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,1,6.5,73.0,153000,15.0,73,1,0,0,638.0
65,0,0,1999,0,0.75,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.625,80.0,73000,23.0,80,1,0,0,638.0
64,1,0,1999,1,0.875,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.75,95.0,132000,20.0,95,1,30,0,638.0
22,1,0,1999,1,0.125,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.0,95.0,128000,23.0,95,1,30,0,638.0
60,0,0,1999,1,0.75,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.625,95.0,81000,38.0,95,1,30,0,638.0
36,0,0,1999,0,0.25,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.125,57.0,40000,44.0,57,1,0,0,638.0
30,0,0,1999,0,0.29499999999999993,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,7.17,70.0,125000,22.0,70,1,0,0,638.0
29,1,0,1999,1,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.875,84.0,50000,34.0,84,1,12,0,638.0
54,1,0,1999,1,-0.125,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.75,89.0,119000,43.0,89,1,25,0,638.0
62,0,0,1999,1,-0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.75,95.0,160000,18.0,95,1,30,0,638.0
1,0,0,1999,1,0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.0,95.0,43000,35.0,95,1,30,0,638.0
44,0,0,1999,1,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,95.0,229000,37.0,95,1,30,0,638.0
23,0,0,1999,0,0.125,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,7.0,78.0,36000,59.0,78,1,0,0,638.0
26,0,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,85.0,83000,12.0,85,1,12,0,638.0
24,1,0,1999,1,-0.25,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,6.625,95.0,138000,51.0,95,1,30,0,638.0
64,0,0,1999,1,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,83.0,196000,19.0,83,1,14,0,638.0
77,0,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.875,95.0,133000,30.0,95,1,30,0,638.0
33,1,0,1999,1,-0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.75,95.0,153000,41.0,95,1,30,0,638.0
194,1,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.75,79.0,71000,40.0,79,1,0,0,638.0
42,0,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.875,73.0,228000,37.0,73,1,0,0,638.0
35,1,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.875,72.0,200000,37.0,72,1,0,0,638.0
116,0,0,1999,0,-0.25,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.625,80.0,59000,26.0,80,1,0,0,638.0
44,1,0,1999,0,0.25,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,7.125,80.0,112000,27.0,80,1,17,0,638.0
34,1,0,1999,0,0.125,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.0,80.0,228000,61.0,80,1,17,0,638.0
15,1,0,1999,1,0.625,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.5,95.0,49000,49.0,95,1,25,0,638.0
47,0,0,1999,0,-0.25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.625,51.0,227000,48.0,51,1,0,0,638.0
27,1,0,1999,1,0.625,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.5,85.0,132000,60.0,85,1,12,0,638.0
98,0,0,1999,1,0.875,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.75,90.0,189000,27.0,90,2,25,0,638.0
45,0,0,1999,0,0.375,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.25,75.0,120000,40.0,75,1,0,0,638.0
53,1,0,1999,0,-0.25,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,6.625,64.0,159000,63.0,64,1,0,0,638.0
47,0,0,1999,0,-0.25,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.625,80.0,189000,43.0,80,1,0,0,638.0
38,0,0,1999,1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,85.0,215000,28.0,85,1,12,0,638.0
46,0,0,1999,1,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.875,95.0,131000,30.0,95,1,30,0,638.0
173,1,0,1999,0,-0.25,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.625,69.0,110000,13.0,69,1,0,0,638.0
45,1,0,1999,1,-0.25,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,6.625,95.0,109000,36.0,95,1,30,0,638.0
36,1,0,1999,0,-0.25,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.625,71.0,57000,36.0,71,1,0,0,638.0
52,1,0,1999,0,0.75,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.625,62.0,130000,38.0,62,1,0,0,638.0
96,0,0,1999,0,-0.375,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.5,80.0,175000,26.0,80,1,17,0,638.0
150,1,0,1999,1,-0.25,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.625,89.0,112000,40.0,89,1,25,0,638.0
120,1,0,1999,1,0.375,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.25,90.0,100000,41.0,90,1,25,0,638.0
29,0,0,1999,1,-0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,6.75,90.0,75000,55.0,90,1,25,0,638.0
62,0,0,1999,1,-0.125,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.75,90.0,206000,24.0,90,1,29,0,638.0
27,1,0,1999,1,0.25,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.125,95.0,127000,43.0,95,1,30,0,638.0
36,0,0,1999,1,0.75,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.625,90.0,96000,26.0,90,1,25,0,638.0
69,1,0,1999,1,-0.125,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.75,90.0,109000,31.0,90,1,25,0,638.0
56,1,0,1999,0,-0.125,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,360.0,0,6.75,68.0,105000,28.0,68,1,0,0,638.0
52,0,0,1999,1,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,6.875,95.0,88000,33.0,95,1,30,0,638.0
65,1,0,1999,1,0.0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.875,85.0,117000,26.0,85,1,12,0,638.0
70,0,0,1999,1,0.125,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.0,95.0,143000,22.0,95,1,30,0,638.0
62,0,0,1999,1,-0.25,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.625,95.0,162000,43.0,95,1,30,0,638.0
181,1,0,1999,0,-0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.75,80.0,130000,42.0,80,1,0,0,638.0
42,0,0,1999,0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,6.875,76.0,103000,27.0,76,1,0,0,638.0
211,1,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,80.0,82000,32.0,80,1,0,0,638.0
47,0,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.75,80.0,100000,54.0,80,1,0,0,638.0
29,1,0,1999,1,0.125,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,90.0,162000,39.0,90,1,25,0,638.0
90,1,0,1999,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,360.0,0,6.875,75.0,64000,28.0,75,1,0,0,638.0
60,0,0,1999,1,0.0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,6.875,85.0,86000,38.0,85,1,12,0,638.0
175,0,0,1999,0,0.125,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.0,80.0,108000,39.0,80,1,0,0,638.0
24,0,0,1999,1,0.25,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.125,90.0,117000,41.0,90,1,25,0,638.0
19,0,0,1999,0,0.25,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,7.125,75.0,101000,47.0,75,1,0,0,638.0
51,0,0,1999,0,-0.375,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,1,6.5,75.0,111000,14.0,75,1,0,0,638.0
98,1,0,1999,1,0.0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,90.0,106000,38.0,90,1,25,0,638.0
37,0,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,6.875,73.0,86000,48.0,73,1,0,0,638.0
97,1,0,1999,0,0.25,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.125,41.0,89000,25.0,41,1,0,0,638.0
41,0,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,6.75,66.0,200000,45.0,66,1,0,0,638.0
24,0,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.75,80.0,55000,34.0,80,1,0,0,638.0
16,0,0,1999,0,0.375,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,360.0,0,7.25,64.0,240000,50.0,64,1,0,0,638.0
45,0,0,1999,1,0.375,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,7.25,90.0,216000,37.0,90,1,25,0,638.0
136,0,0,1999,0,-0.25,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.625,70.0,208000,44.0,70,1,0,0,638.0
53,0,0,1999,0,0.25,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.125,63.0,100000,14.0,63,1,0,0,638.0
43,0,0,1999,0,0.125,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,80.0,128000,42.0,80,1,0,0,638.0
56,1,0,1999,0,0.375,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.25,76.0,84000,28.0,76,1,12,0,638.0
35,0,0,1999,1,0.5,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.375,97.0,137000,28.0,97,1,35,0,638.0
210,1,0,1999,0,0.375,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.25,75.0,74000,27.0,75,1,0,0,638.0
102,0,0,1999,1,-0.625,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.25,85.0,72000,48.0,85,1,12,0,638.0
48,1,0,1999,1,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.875,90.0,114000,35.0,90,1,25,0,638.0
211,1,0,1999,0,-0.125,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.75,75.0,110000,18.0,75,1,0,0,638.0
50,1,0,1999,1,-0.125,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.75,84.0,131000,34.0,84,1,12,0,638.0
67,0,0,1999,0,-0.125,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.75,80.0,83000,25.0,80,1,0,0,638.0
27,1,0,1999,0,0.125,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,80.0,142000,41.0,80,1,0,0,638.0
29,0,0,1999,1,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,83.0,234000,37.0,83,1,0,0,638.0
6,0,0,1999,0,0.25,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,7.125,80.0,196000,33.44383617766727,80,1,0,0,638.0
51,0,0,1999,0,0.125,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,80.0,98000,46.0,80,1,0,0,638.0
44,1,0,1999,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,360.0,0,6.875,80.0,86000,7.0,80,1,0,0,638.0
49,0,0,1999,1,0.625,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,360.0,0,7.5,95.0,116000,29.0,95,1,30,0,638.0
84,0,0,1999,1,0.125,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,7.0,95.0,100000,8.0,95,1,30,0,638.0
46,0,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,360.0,0,6.875,55.0,55000,24.0,55,1,0,0,638.0
50,0,0,1999,0,0.375,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,7.25,74.0,147000,23.0,74,1,0,0,638.0
45,1,0,1999,0,0.25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,7.125,75.0,206000,27.0,75,1,0,0,638.0
53,1,0,1999,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,6.875,75.0,71000,38.0,75,1,0,0,638.0
37,0,0,1999,0,-0.625,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.25,80.0,85000,36.0,80,1,0,0,638.0
18,0,0,1999,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.875,90.0,147000,27.0,90,1,25,0,638.0
75,1,0,1999,1,-0.125,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,360.0,0,6.75,90.0,157000,27.0,90,1,25,0,638.0
39,0,0,1999,1,0.375,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.25,83.0,235000,24.0,83,1,25,0,638.0
175,1,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,360.0,0,6.75,71.0,45000,28.0,71,1,0,0,638.0
57,0,0,1999,1,-0.75,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.125,90.0,175000,35.0,90,1,25,0,638.0
20,0,0,1999,1,0.875,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,7.75,85.0,86000,21.0,85,1,12,0,638.0
69,1,0,1999,1,0.25,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,360.0,0,7.125,95.0,73000,33.0,95,1,30,0,638.0
47,0,0,1999,1,0.125,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,89.0,175000,25.0,89,1,25,0,638.0
52,0,0,1999,0,0.75,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,360.0,0,7.625,50.0,44000,40.0,50,1,0,0,638.0
19,0,0,1999,0,0.25,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,360.0,0,7.125,67.0,110000,33.0,67,1,0,0,638.0
38,0,0,1999,0,0.125,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,7.0,70.0,140000,23.0,70,1,0,0,638.0
64,0,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,360.0,0,6.75,73.0,131000,34.0,73,1,0,0,638.0
10,0,0,1999,0,0.25,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,360.0,0,7.125,75.0,169000,33.44383617766727,75,1,0,0,638.0
48,0,0,1999,0,0.125,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.0,75.0,68000,37.0,75,1,0,0,638.0
152,1,0,1999,0,0.125,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,7.0,75.0,73000,43.0,75,1,0,0,638.0
40,0,0,1999,0,-0.25,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,360.0,0,6.625,80.0,133000,21.0,80,1,0,0,638.0
211,1,0,1999,0,-0.125,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,6.75,80.0,58000,25.0,80,1,0,0,638.0
56,1,0,1999,0,-0.125,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,360.0,0,6.75,80.0,150000,27.0,80,1,0,0,638.0
49,0,0,1999,0,0.5,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.375,80.0,144000,43.0,80,1,0,0,638.0
210,0,0,1999,0,0.375,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,360.0,0,7.25,74.0,81000,15.0,74,2,0,0,638.0
9,0,0,1999,0,0.125,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,360.0,0,7.0,65.0,94000,26.0,65,2,0,0,638.0
45,1,0,1999,0,0.125,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,360.0,0,7.0,79.0,192000,37.0,79,1,12,0,638.0
136,1,0,1999,1,0.0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,6.875,84.0,92000,37.0,84,1,12,0,638.0
55,0,0,1999,1,0.625,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,360.0,0,7.5,85.0,80000,43.0,85,1,12,0,638.0
